url_length,domain_length,path_length,subdomain_length,num_dots,num_hyphens,num_underscores,num_at_symbols,num_question_marks,num_equals,num_slashes,num_percent,num_digits_in_domain,has_ip_address,has_https,num_subdomains,has_suspicious_tld,is_shortened_url,has_port,has_brand_in_subdomain,has_brand_in_path,entropy,digit_ratio,special_char_ratio,label
59,5,0,41,5,3,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,2.3219,0.05084745762711865,0.1864406779661017,0
31,5,0,13,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1.9219,0.0,0.22580645161290322,0
52,9,13,18,5,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2.6416,0.1346153846153846,0.21153846153846154,1
70,37,23,0,2,0,2,0,0,0,3,0,37,0,0,0,1,0,0,0,1,1.1727,0.5285714285714286,0.11428571428571428,1
32,10,0,9,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.1219,0.0,0.1875,0
30,9,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.5033,0.0,0.2,0
67,15,30,0,4,1,0,0,1,1,4,0,12,1,0,0,0,0,0,0,0,2.8226,0.19402985074626866,0.1791044776119403,1
26,5,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1.9219,0.0,0.23076923076923078,0
20,4,0,3,2,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,2.0,0.05,0.25,0
37,6,0,18,4,1,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,2.2516,0.0,0.21621621621621623,0
37,9,0,15,3,1,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,2.9477,0.0,0.1891891891891892,0
77,5,53,8,8,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,2.3219,0.025974025974025976,0.16883116883116883,1
43,6,0,24,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.2516,0.0,0.16279069767441862,0
48,9,0,26,5,1,0,0,0,0,2,0,0,0,1,4,0,0,0,1,0,2.6416,0.0,0.1875,0
138,17,34,17,8,0,1,0,1,1,5,0,0,0,0,5,0,1,0,0,0,3.1751,0.2536231884057971,0.2028985507246377,1
31,13,11,0,3,0,0,0,0,0,4,0,10,1,0,0,0,0,0,0,1,3.027,0.3225806451612903,0.25806451612903225,1
42,22,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.6978,0.0,0.14285714285714285,0
135,13,31,0,4,0,6,0,1,4,5,0,10,1,0,0,0,0,0,0,1,2.6612,0.08148148148148149,0.17777777777777778,1
189,13,57,0,4,2,1,0,1,3,7,0,10,1,0,0,0,0,0,0,0,2.6612,0.26455026455026454,0.1164021164021164,1
54,17,0,24,4,3,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,3.1751,0.0,0.18518518518518517,0
32,6,0,13,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.585,0.0,0.1875,0
47,9,0,25,5,1,0,0,0,0,2,0,0,0,1,4,0,1,0,0,0,2.9477,0.0,0.19148936170212766,0
49,14,0,22,4,1,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,3.182,0.0,0.16326530612244897,0
60,5,0,42,5,3,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,2.3219,0.03333333333333333,0.18333333333333332,0
65,14,44,0,3,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,2.9852,0.46153846153846156,0.13846153846153847,1
27,5,0,10,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.3219,0.0,0.2222222222222222,0
31,6,0,12,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.2516,0.0,0.22580645161290322,0
87,13,67,0,3,0,0,0,0,0,7,1,10,1,0,0,0,0,0,0,0,3.027,0.39080459770114945,0.13793103448275862,1
32,1,0,9,6,1,0,0,0,0,2,0,1,0,1,4,0,0,0,0,0,0.0,0.125,0.3125,0
29,6,0,10,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.585,0.0,0.2413793103448276,0
177,12,46,0,4,1,1,0,1,3,6,0,9,1,0,0,0,0,0,0,0,2.8554,0.384180790960452,0.10734463276836158,1
114,50,25,0,3,0,1,0,1,2,6,0,16,0,0,0,1,0,0,0,1,4.5382,0.14035087719298245,0.13157894736842105,1
27,7,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.8074,0.0,0.2222222222222222,0
57,13,37,0,3,0,0,0,0,0,6,0,10,1,0,0,0,0,0,0,0,2.8151,0.17543859649122806,0.17543859649122806,1
52,5,36,0,1,1,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2.3219,0.17307692307692307,0.17307692307692307,1
78,2,53,12,3,2,1,0,0,0,5,0,0,0,0,1,0,0,0,0,1,1.0,0.16666666666666666,0.15384615384615385,1
37,21,0,3,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3.368,0.0,0.16216216216216217,0
33,12,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.085,0.030303030303030304,0.18181818181818182,0
78,14,57,0,4,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,0,2.9852,0.4358974358974359,0.14102564102564102,1
34,7,0,15,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.5216,0.0,0.20588235294117646,0
33,11,0,9,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,3.0958,0.0,0.21212121212121213,0
34,6,0,15,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.585,0.0,0.17647058823529413,0
21,3,0,3,3,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1.585,0.0,0.2857142857142857,0
33,5,0,15,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1.9219,0.0,0.21212121212121213,0
69,6,0,50,7,3,0,0,0,0,2,0,0,0,1,6,0,0,0,1,0,2.585,0.057971014492753624,0.18840579710144928,0
39,15,0,11,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.1899,0.0,0.15384615384615385,0
65,15,43,0,3,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0,0,2.4729,0.5384615384615384,0.13846153846153847,1
26,7,0,6,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.5216,0.0,0.23076923076923078,0
42,12,23,0,4,0,0,0,0,0,5,0,9,1,0,0,0,0,0,0,1,2.6887,0.21428571428571427,0.23809523809523808,1
26,14,5,0,3,0,0,0,0,0,3,0,11,1,0,0,0,0,0,0,0,2.3527,0.4230769230769231,0.2692307692307692,1
49,14,28,0,4,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,2.3527,0.22448979591836735,0.20408163265306123,1
38,8,0,17,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.75,0.05263157894736842,0.18421052631578946,0
45,9,0,23,5,1,0,0,0,0,2,0,0,0,1,4,0,1,0,0,0,2.9477,0.044444444444444446,0.2,0
40,14,19,0,3,1,0,0,0,0,4,0,11,1,0,0,0,0,0,0,0,2.3527,0.275,0.225,1
30,13,10,0,3,0,0,0,0,0,4,0,10,1,0,0,0,0,0,0,1,2.4493,0.3333333333333333,0.26666666666666666,1
29,12,10,0,3,0,0,0,0,0,4,0,9,1,0,0,0,0,0,0,1,2.8554,0.3103448275862069,0.27586206896551724,1
43,6,0,24,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1.9183,0.0,0.16279069767441862,0
102,6,0,83,5,10,0,0,0,0,2,0,1,0,1,4,0,0,0,0,0,2.2516,0.0196078431372549,0.17647058823529413,0
42,9,0,20,3,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.5033,0.047619047619047616,0.19047619047619047,0
74,12,55,0,4,0,0,0,0,0,7,0,9,1,0,0,0,0,0,0,0,2.6887,0.35135135135135137,0.17567567567567569,1
23,7,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.5216,0.0,0.21739130434782608,0
25,4,0,8,3,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,2.0,0.04,0.24,0
167,13,43,45,8,1,0,0,2,3,10,0,3,0,0,1,0,0,0,0,1,3.1808,0.24550898203592814,0.16766467065868262,1
78,14,57,0,4,0,0,0,0,0,8,1,11,1,0,0,0,0,0,0,0,2.5567,0.16666666666666666,0.1794871794871795,1
107,8,80,7,3,1,0,0,0,0,10,0,0,0,0,1,0,1,0,0,1,2.75,0.1588785046728972,0.14018691588785046,1
107,8,80,7,3,1,0,0,0,0,10,0,0,0,0,1,0,1,0,0,1,2.75,0.1588785046728972,0.14018691588785046,1
27,7,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.8074,0.0,0.2222222222222222,0
50,10,0,27,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.9219,0.0,0.14,0
30,14,9,0,3,0,0,0,0,0,4,0,11,1,0,0,0,0,0,0,1,2.8963,0.36666666666666664,0.26666666666666666,1
34,14,13,0,4,0,0,0,0,0,4,0,11,1,0,0,0,0,0,0,1,2.4138,0.3235294117647059,0.2647058823529412,1
98,8,71,7,2,1,0,0,0,0,9,0,0,0,0,1,0,1,0,0,1,2.75,0.1326530612244898,0.1326530612244898,1
51,13,24,0,3,0,0,0,1,1,4,0,10,1,0,0,0,0,0,0,0,2.7193,0.3333333333333333,0.19607843137254902,1
36,6,0,17,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.585,0.0,0.19444444444444445,0
37,10,0,14,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.1219,0.05405405405405406,0.1891891891891892,0
40,9,0,18,3,2,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,2.9477,0.025,0.2,0
28,7,0,8,3,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,2.8074,0.03571428571428571,0.21428571428571427,0
90,13,70,0,4,2,0,0,0,0,7,0,10,1,0,0,0,0,0,0,0,2.8151,0.32222222222222224,0.15555555555555556,1
37,15,12,0,2,0,0,0,0,0,3,0,15,0,0,0,1,0,0,0,0,3.0566,0.4864864864864865,0.16216216216216217,1
64,14,43,0,3,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,2.8424,0.40625,0.140625,1
79,2,14,20,3,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,1.0,0.3037974683544304,0.11392405063291139,1
31,10,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.1219,0.0,0.1935483870967742,0
40,12,21,0,4,0,0,0,0,0,5,0,9,1,0,0,0,0,0,0,0,2.6887,0.225,0.25,1
75,14,54,0,4,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,0,2.9852,0.4666666666666667,0.14666666666666667,1
31,10,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.6464,0.0,0.1935483870967742,0
193,13,141,0,5,1,2,0,1,3,11,0,10,1,0,0,0,0,0,0,1,2.5654,0.19170984455958548,0.13989637305699482,1
393,11,10,0,24,0,18,1,2,9,21,1,8,1,0,0,0,0,0,0,0,2.6635,0.04071246819338423,0.22646310432569974,1
72,39,23,0,2,0,2,0,0,0,3,0,39,0,0,0,1,0,0,0,1,1.6346,0.5416666666666666,0.1111111111111111,1
26,10,0,3,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.9219,0.0,0.23076923076923078,0
88,3,41,22,6,0,0,0,1,0,6,0,0,0,0,5,0,0,0,0,0,1.585,0.17045454545454544,0.1590909090909091,1
82,10,14,0,2,1,0,0,1,1,5,0,4,0,0,0,0,0,0,0,0,3.1219,0.14634146341463414,0.13414634146341464,1
41,12,0,16,3,3,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.2516,0.07317073170731707,0.21951219512195122,0
48,14,27,0,3,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,2.8424,0.2916666666666667,0.1875,1
43,14,22,0,4,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,1,2.8424,0.2558139534883721,0.23255813953488372,1
47,15,25,0,4,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0,1,2.7899,0.2553191489361702,0.2127659574468085,1
40,11,0,16,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,3.0958,0.025,0.175,0
63,13,43,0,6,0,0,0,0,0,6,0,10,1,0,0,0,0,0,0,1,2.5654,0.15873015873015872,0.20634920634920634,1
106,13,86,0,4,2,0,0,0,0,8,0,10,1,0,0,0,0,0,0,1,2.8151,0.22641509433962265,0.14150943396226415,1
34,7,0,14,3,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.8074,0.0,0.23529411764705882,0
100,12,59,17,6,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,2.3554,0.46,0.12,1
34,9,0,12,3,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,2.9477,0.0,0.17647058823529413,0
26,6,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.2516,0.0,0.23076923076923078,0
80,14,59,0,3,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,0,2.7534,0.4,0.125,1
25,9,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.9477,0.0,0.2,0
28,5,0,10,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,2.3219,0.0,0.21428571428571427,0
31,13,11,0,3,0,0,0,0,0,4,0,10,1,0,0,0,0,0,0,1,2.4493,0.3225806451612903,0.25806451612903225,1
89,13,1,15,3,0,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,3.2389,0.38202247191011235,0.12359550561797752,1
28,6,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.2516,0.0,0.17857142857142858,0
26,5,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.3219,0.0,0.23076923076923078,0
69,14,48,0,4,1,0,0,0,0,8,0,11,1,0,0,0,0,0,0,0,2.6456,0.2608695652173913,0.21739130434782608,1
59,26,23,0,2,0,2,0,0,0,3,0,26,0,0,0,1,0,0,0,1,1.879,0.4406779661016949,0.13559322033898305,1
34,6,0,15,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.585,0.0,0.17647058823529413,0
44,10,0,21,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,3.1219,0.0,0.1590909090909091,0
35,15,1,0,3,0,0,0,1,1,3,0,12,1,0,0,0,0,0,0,0,2.5493,0.37142857142857144,0.2571428571428571,1
24,6,6,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2.585,0.041666666666666664,0.20833333333333334,1
39,5,10,13,4,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1.9219,0.2564102564102564,0.2564102564102564,1
34,6,6,11,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2.585,0.11764705882352941,0.17647058823529413,1
42,9,0,20,4,2,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.9477,0.023809523809523808,0.21428571428571427,0
69,13,49,0,4,2,0,0,0,0,7,0,10,1,0,0,0,0,0,0,0,2.5074,0.14492753623188406,0.2028985507246377,1
78,13,58,0,6,2,0,0,0,0,6,0,10,1,0,0,0,0,0,0,1,2.6612,0.1282051282051282,0.19230769230769232,1
24,8,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.5,0.0,0.20833333333333334,0
40,5,0,22,4,2,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.3219,0.05,0.225,0
41,15,19,0,3,1,0,0,0,0,4,0,12,1,0,0,0,0,0,0,0,2.8729,0.2926829268292683,0.21951219512195122,1
24,8,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.75,0.0,0.20833333333333334,0
40,6,0,21,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.585,0.0,0.175,0
42,14,21,0,4,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,2.9852,0.2619047619047619,0.23809523809523808,1
33,2,14,5,2,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1.0,0.09090909090909091,0.24242424242424243,1
32,7,0,12,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.8074,0.0,0.1875,0
292,14,17,0,10,2,2,0,3,7,9,0,11,1,0,0,0,0,0,0,1,2.7534,0.2089041095890411,0.14726027397260275,1
36,12,17,0,3,0,0,0,0,0,4,0,9,1,0,0,0,0,0,0,0,2.6887,0.25,0.2222222222222222,1
32,5,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.3219,0.09375,0.1875,0
65,14,44,0,3,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,2.5567,0.46153846153846156,0.13846153846153847,1
28,5,0,10,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.3219,0.0,0.25,0
30,14,9,0,3,0,0,0,0,0,4,0,11,1,0,0,0,0,0,0,1,2.8424,0.36666666666666664,0.26666666666666666,1
52,14,31,0,4,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,1,2.6106,0.21153846153846154,0.19230769230769232,1
25,9,0,3,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.9477,0.0,0.24,0
36,6,0,17,4,0,0,0,0,0,2,0,0,0,1,3,0,1,0,1,0,2.2516,0.0,0.19444444444444445,0
22,7,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.2359,0.0,0.22727272727272727,0
25,4,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1.5,0.0,0.24,0
31,6,0,12,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1.9183,0.0,0.1935483870967742,0
58,5,0,40,5,3,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,2.3219,0.1896551724137931,0.1896551724137931,0
43,5,0,19,6,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,2.3219,0.0,0.20930232558139536,0
50,15,28,0,4,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0,1,2.9232,0.24,0.2,1
75,14,54,0,4,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,0,2.9852,0.37333333333333335,0.14666666666666667,1
60,13,40,0,4,0,0,0,0,0,7,1,10,1,0,0,0,0,0,0,0,2.5654,0.21666666666666667,0.21666666666666667,1
48,14,27,0,4,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,1,2.6456,0.25,0.20833333333333334,1
29,12,10,0,3,0,0,0,0,0,4,0,9,1,0,0,0,0,0,0,1,2.4591,0.3103448275862069,0.27586206896551724,1
28,8,9,0,1,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,1,2.0,0.2857142857142857,0.21428571428571427,1
30,6,0,11,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.2516,0.0,0.2,0
33,13,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.5466,0.0,0.18181818181818182,0
32,14,11,0,3,0,0,0,0,0,4,0,11,1,0,0,0,0,0,0,1,2.5567,0.34375,0.25,1
42,7,0,22,3,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.2359,0.047619047619047616,0.19047619047619047,0
31,6,0,12,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.585,0.0,0.22580645161290322,0
107,8,80,7,3,1,0,0,0,0,10,0,0,0,0,1,0,1,0,0,1,2.75,0.14018691588785046,0.14018691588785046,1
39,14,0,12,3,1,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,3.3788,0.0,0.1794871794871795,0
30,13,10,0,3,0,0,0,0,0,4,0,10,1,0,0,0,0,0,0,1,2.5074,0.3333333333333333,0.26666666666666666,1
31,7,0,11,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.5216,0.0,0.22580645161290322,0
66,13,46,0,3,0,0,0,0,0,5,0,10,1,0,0,0,0,0,0,0,2.6612,0.4696969696969697,0.13636363636363635,1
224,12,37,20,5,2,2,0,1,3,5,0,0,0,0,1,0,0,0,0,0,2.7925,0.22767857142857142,0.09821428571428571,1
23,8,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.5,0.0,0.21739130434782608,0
28,12,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3.2516,0.0,0.17857142857142858,0
37,13,17,0,4,0,0,0,0,0,5,0,10,1,0,0,0,0,0,0,0,2.4493,0.2702702702702703,0.2702702702702703,1
25,5,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1.9219,0.04,0.24,0
78,7,45,14,5,3,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2.5216,0.14102564102564102,0.20512820512820512,1
31,8,0,10,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.75,0.0,0.1935483870967742,0
91,14,70,0,4,2,0,0,0,0,7,0,11,1,0,0,0,0,0,0,0,2.5567,0.3626373626373626,0.15384615384615385,1
24,8,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.25,0.0,0.20833333333333334,0
33,6,0,14,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1.7925,0.15151515151515152,0.21212121212121213,0
36,6,0,17,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1.7925,0.19444444444444445,0.19444444444444445,0
38,22,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3.6978,0.0,0.13157894736842105,0
42,14,21,0,4,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,2.3249,0.2619047619047619,0.23809523809523808,1
28,8,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.75,0.0,0.21428571428571427,0
29,5,0,11,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.3219,0.0,0.20689655172413793,0
39,4,0,22,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.0,0.0,0.1794871794871795,0
63,14,42,0,4,0,0,0,0,0,7,0,11,1,0,0,0,0,0,0,1,2.6106,0.1746031746031746,0.19047619047619047,1
19,4,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.0,0.0,0.2631578947368421,0
33,6,0,14,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.2516,0.0,0.21212121212121213,0
64,13,44,0,3,0,0,0,0,0,5,0,10,1,0,0,0,0,0,0,1,2.4493,0.421875,0.140625,1
26,10,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3.3219,0.0,0.19230769230769232,0
138,8,111,7,5,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,2.75,0.17391304347826086,0.11594202898550725,1
24,5,0,6,3,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,1.9219,0.0,0.25,0
43,6,0,24,6,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,2.2516,0.023255813953488372,0.20930232558139536,0
43,14,22,0,4,0,0,0,0,0,4,0,11,1,0,0,0,0,0,0,0,2.5567,0.3023255813953488,0.20930232558139536,1
31,5,0,13,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1.9219,0.0,0.22580645161290322,0
34,10,0,11,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.1219,0.029411764705882353,0.20588235294117646,0
44,28,0,3,2,3,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,4.0391,0.022727272727272728,0.18181818181818182,0
25,6,0,6,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.2516,0.0,0.28,0
22,6,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.585,0.0,0.22727272727272727,0
27,7,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.1281,0.0,0.2222222222222222,0
91,8,64,7,2,2,0,0,0,0,4,0,0,0,0,1,0,1,0,0,1,2.75,0.13186813186813187,0.0989010989010989,1
30,7,0,11,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.8074,0.0,0.23333333333333334,0
181,13,15,0,4,0,0,0,1,1,3,0,10,1,0,0,0,0,0,0,1,2.1416,0.16022099447513813,0.06077348066298342,1
32,9,0,10,3,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,2.9477,0.0,0.1875,0
75,5,51,8,2,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,1,2.3219,0.16,0.14666666666666667,1
37,13,17,0,3,0,0,0,0,0,4,0,10,1,0,0,0,0,0,0,1,2.6612,0.2702702702702703,0.21621621621621623,1
31,11,13,0,3,0,0,0,0,0,4,0,8,1,0,0,0,0,0,0,0,2.8454,0.25806451612903225,0.25806451612903225,1
30,10,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.6464,0.0,0.2,0
27,8,0,6,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.0,0.0,0.2222222222222222,0
65,13,45,0,3,0,0,0,0,0,5,0,10,1,0,0,0,0,0,0,0,2.5074,0.5076923076923077,0.13846153846153847,1
33,6,0,14,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1.7925,0.15151515151515152,0.21212121212121213,0
39,11,21,0,4,0,0,0,0,0,5,0,8,1,0,0,0,0,0,0,0,2.8454,0.20512820512820512,0.2564102564102564,1
256,12,198,19,6,0,0,0,1,1,5,0,0,0,0,5,0,0,0,0,0,2.3554,0.1640625,0.0546875,1
395,13,10,0,24,0,18,1,2,9,21,1,10,1,0,0,0,0,0,0,0,2.6612,0.04556962025316456,0.22531645569620254,1
107,14,86,0,4,2,0,0,0,0,8,0,11,1,0,0,0,0,0,0,1,2.7534,0.29906542056074764,0.14018691588785046,1
62,15,40,0,4,2,0,0,0,0,6,0,12,1,0,0,0,0,0,0,1,2.7396,0.1935483870967742,0.20967741935483872,1
40,12,0,15,5,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,3.2516,0.025,0.2,0
22,6,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.585,0.0,0.22727272727272727,0
171,3,152,5,2,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1.585,0.16374269005847952,0.05847953216374269,1
86,8,59,7,2,1,1,0,0,0,7,0,0,0,0,1,0,1,0,0,1,2.75,0.10465116279069768,0.13953488372093023,1
83,13,63,0,4,0,0,0,0,0,7,0,10,1,0,0,0,0,0,0,0,2.6612,0.42168674698795183,0.14457831325301204,1
51,7,33,0,1,1,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1,2.5216,0.0392156862745098,0.17647058823529413,1
95,14,74,0,4,2,0,0,0,0,8,0,11,1,0,0,0,0,0,0,1,2.8424,0.37894736842105264,0.15789473684210525,1
33,9,0,11,3,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,2.9477,0.0,0.18181818181818182,0
94,15,72,0,4,2,0,0,0,0,7,0,12,1,0,0,0,0,0,0,1,2.6892,0.32978723404255317,0.14893617021276595,1
91,13,71,0,4,2,0,0,0,0,7,0,10,1,0,0,0,0,0,0,0,2.6612,0.34065934065934067,0.15384615384615385,1
36,6,0,17,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1.7925,0.19444444444444445,0.19444444444444445,0
30,6,0,11,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1.9183,0.03333333333333333,0.23333333333333334,0
206,14,50,0,4,1,0,0,1,1,8,0,11,1,0,0,0,0,0,0,1,2.7534,0.1553398058252427,0.07766990291262135,1
